participant_id,age,gender,ethnicity,native_language,highest_education,online_tests_taken_last_3_years,motivational_message_id,concept,theory,time_spent_on_message,word_creation_skill_level,cheating_rate_practice_round,total_words_practice_round,cheating_rate_main_round,total_words_main_round,cheating_lying_rate,performance_score_excluding_cheated_words,performance_score_including_cheated_words,used_external_resources,confessed_words_count,cheating_main_round,has_page_left,total_time_page_left,has_mouse_inactivity,total_time_mouse_inactivity,valid_7_letter_words,valid_8_letter_words,usability,task_engagement,task_satisfaction,message_understanding,PME_on_honest_task_completion,PME_on_task_performance,PME_on_task_experience,autonomy_need_satisfaction,autonomy_need_frustration,competence_need_satisfaction,competence_need_frustration,relatedness_need_satisfaction,relatedness_need_frustration,overall_need_satisfaction,overall_need_frustration,performance_accomplishments,vicarious_experience,verbal_persuasion,emotional_arousal,task_specific_self_efficacy,injunctive_norms,descriptive_norms,reference_group_identification,social_sanctions,norm_perception,cognitive_discomfort,moral_disengagement,message_comprehend,message_confidence,message_attitude,message_impact,message_persistence,message_suggestion,feedback
p_46,27.0,Male,White or Caucasian,English,"Some college credit, no degree",4.0,performance_accomplishments_3,performance_accomplishments,Self-Efficacy Theory,28.25,7,0.0,4,0.0,7,0.0,30,30,False,0,False,0,0.0,0,0.0,2.0,0.0,5.33,2.88,5.4,4.0,2.0,3.2,2.67,4.0,4.0,2.0,2.0,2.0,4.0,2.67,3.33,4.0,3.0,2.0,2.0,2.75,3.0,3.0,3.0,3.0,3.0,2.89,4.67,A sense of mastery from completing the challenge,3.0,not a great deal - i thought the game was too short to give a sense of mastery,it didn't change my approach,no,to try and enjoy the challenge,the game time was too short to consider the message
p_47,28.0,Female,White or Caucasian,English,Master’s degree,20.0,reference_group_identification_3,reference_group_identification,Social Norms Theory,30.31,6,0.0,4,0.0,7,0.0,24,24,False,0,False,0,0.0,0,0.0,1.0,0.0,5.0,6.12,5.8,4.33,2.33,2.2,3.0,3.0,5.0,4.5,2.5,3.5,4.5,3.67,4.0,4.0,2.0,3.0,3.5,3.12,6.0,5.0,4.0,4.5,4.88,2.11,4.0,being part of a creative team of people and to use those skills and mindset.,3.0,Slightly negative as I am not part of a team like that.,None at all,No,"I would have it address the reader as an individual who is 'creative/ has the skills to succeed etc.' rather than them just being part of a group. Make them feel like they can do it alone, as they are working alone.",I enjoyed the task. The practice session froze after I completed and would not let me click forward so I had to reopen the link to continue.
p_48,34.0,Female,White or Caucasian,English,"Some college credit, no degree",50.0,vicarious_experience_1,vicarious_experience,Self-Efficacy Theory,13.43,3,0.0,1,0.0,3,0.0,4,4,False,0,False,0,0.0,1,7.98,0.0,0.0,7.0,5.5,6.0,5.67,3.67,4.0,5.0,6.0,3.5,4.5,2.0,5.0,3.0,5.17,2.83,6.0,5.0,6.0,5.5,5.62,6.5,5.5,4.5,4.5,5.25,1.11,6.33,a work collegue and trying your best?,1.0,agreement,no influence,no,probably something about memory,
p_49,32.0,Male,Black or African American,English,Bachelor’s degree,100.0,descriptive_norms_2,descriptive_norms,Social Norms Theory,53.83,8,0.0,1,0.0,1,0.0,0,0,False,0,False,0,0.0,1,36.45,0.0,0.0,4.0,2.62,6.2,4.67,4.67,4.0,3.33,5.0,1.0,6.5,1.0,4.5,1.0,5.33,1.0,6.5,4.0,6.5,5.5,5.62,5.0,4.5,4.0,4.0,4.38,1.78,3.33,belonging to a group of community,3.0,bonding,yes,community,commmunity,
p_50,30.0,Male,White or Caucasian,English,Bachelor’s degree,3.0,control,control,No Theory,12.26,7,0.67,3,0.0,5,0.0,16,22,True,1,True,0,0.0,1,13.95,2.0,0.0,7.0,5.12,5.6,3.0,2.33,2.6,3.0,7.0,3.0,6.0,2.0,4.0,4.0,5.67,3.0,1.5,1.0,1.0,1.0,1.12,1.0,1.0,1.0,1.0,1.0,1.67,4.83,Clicking on a box before I was able to continue the study,5.0,"I was a little anxious, thinking I might get in trouble for one of the words I input before",It didn't influence the main challenge at all,"No, I moved on immediately","I would maybe give some feedback about their score, and give some tips before the next challenge","I didn't understand what the message was about. All I remember seeing what it asking me to select a box to continue to the next part of the study, nothing else. Maybe there was an error?"
p_51,32.0,Male,White or Caucasian,English,Trade/technical/vocational training,0.0,reference_group_identification_2,reference_group_identification,Social Norms Theory,14.69,8,0.0,7,0.0,7,0.0,14,14,False,0,False,0,0.0,1,3.21,0.0,0.0,6.67,5.25,6.2,6.0,5.67,6.2,6.67,5.0,2.5,6.5,1.5,5.0,1.5,5.5,1.83,6.0,6.0,4.5,4.5,5.25,5.5,7.0,5.5,6.0,6.0,2.22,5.67,"Something about working a crew, visualising how you would want to work together, and imagine how it feels",4.0,"Happiness, Joy",It made me try harder to complete the upcoming task,No not really it was a fairly forgettable message when having to focus on creating words,"Focus, focus, focus! Without focus you cannot think of words.",I thought it was an interesting premise for a study.
p_53,31.0,Male,Hispanic or Latino,Spanish,"Some college credit, no degree",250.0,vicarious_experience_1,vicarious_experience,Self-Efficacy Theory,15.14,6,0.0,2,0.0,0,0.0,0,0,False,0,False,0,0.0,0,0.0,0.0,0.0,6.33,5.12,6.2,1.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.67,tip or reminders of where you could have done a challenge like this one before,1.0,confusion,it did not,No,couldn't tell,
p_54,34.0,Male,White or Caucasian,English,Bachelor’s degree,10.0,autonomy_1,autonomy,Self-Determination Theory,12.64,6,0.0,3,0.0,7,0.0,24,24,False,0,False,0,0.0,1,5.52,2.0,0.0,6.0,3.12,6.0,2.33,1.67,3.0,3.0,5.0,5.0,5.5,3.5,2.5,2.0,4.33,3.5,4.0,2.5,2.5,4.5,3.38,3.5,5.0,3.5,5.5,4.38,1.44,5.17,believing in yourself in some form or another,1.0,No emotions particularly,The message didn't influence my approach to the challenge,"No, no aspects stayed with me. Evident by the fact I can't remember it",Make the message more specific to the challenge that is being undertaken,
p_55,31.0,Male,Black or African American,English,Master’s degree,707.0,descriptive_norms_3,descriptive_norms,Social Norms Theory,14.8,7,0.0,1,0.0,7,0.0,16,16,False,0,False,0,0.0,1,3.75,0.0,0.0,7.0,7.0,7.0,7.0,3.0,7.0,7.0,7.0,1.0,7.0,1.0,7.0,1.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,2.0,"taking my time, breathing in and out",5.0,calmness,made me relax,about not rushing,Relaxing and going at it at moderate speed to get more clarity,
p_56,19.0,Male,White or Caucasian,English,"High school graduate, diploma or the equivalent (for example: GED)",8.0,performance_accomplishments_2,performance_accomplishments,Self-Efficacy Theory,29.07,4,0.0,4,0.0,7,0.0,22,22,False,0,False,0,0.0,0,0.0,0.0,0.0,6.33,5.88,6.8,2.33,4.67,4.8,5.33,6.0,4.0,5.0,4.0,4.0,3.5,5.0,3.83,4.5,5.0,6.0,6.0,5.38,6.0,6.5,4.0,5.0,5.38,1.11,4.83,Confidence and achieving goals,1.0,Confusion,It made me take my time and allow me to think more carefully in the moment,"Keeping a level head - not the words they used, but it's what I got out of it","Don't rush, take the time you need. There's a time limit, but don't let that faze you","There were a lot of questions, they sometimes felt like they were repeating themselves at times, or at least very similar questions. I really liked the word creation task though. It reminds me of the New York Times game - Spelling Bee."
p_57,27.0,Female,White or Caucasian,English,Master’s degree,10.0,self_concept_3,self_concept,Cognitive Dissonance Theory,14.35,7,0.0,6,0.0,7,0.0,16,16,False,0,False,0,0.0,0,0.0,1.0,0.0,6.67,5.88,6.0,3.33,5.33,5.4,6.67,6.0,2.5,6.0,2.0,3.5,2.0,5.17,2.17,6.0,5.0,6.0,6.0,5.75,5.5,6.0,5.5,6.0,5.75,1.33,6.0,Trying your best - it was like a philosophical message,1.0,Motivation and enthuasiam,It motivated me to pay attention and to believe in myself,it was more the emotion that came with the message that stayed with me,I think it maybe could have been more directly relevant to the task. I though it was going to be a tip!,I really liked this task!
p_58,33.0,Female,White or Caucasian,English,Bachelor’s degree,1.0,cognitive_inconsistency_3,cognitive_inconsistency,Cognitive Dissonance Theory,226.73,4,0.0,4,0.0,9,0.0,34,34,False,0,False,0,0.0,0,0.0,1.0,0.0,7.0,6.25,7.0,3.0,1.0,1.0,1.67,7.0,1.0,7.0,1.0,2.5,2.5,5.5,1.5,5.5,1.0,1.0,2.5,2.5,2.5,1.0,1.0,1.0,1.38,1.0,5.0,having two different personalities one was meticulous and one was just getting it done,3.0,confusuion,it did not affect anything,none at all,I would say have fun!,
p_59,36.0,Female,White or Caucasian,ENGLISH,"Some college credit, no degree",0.0,injunctive_norms_3,injunctive_norms,Social Norms Theory,19.59,3,0.0,6,0.17,6,1.0,8,8,False,0,True,0,0.0,1,9.44,0.0,0.0,7.0,5.62,6.8,3.0,4.33,5.8,3.67,6.5,2.0,5.5,2.0,3.0,2.0,5.0,2.0,5.5,6.0,6.0,5.0,5.62,6.0,4.0,1.0,1.0,3.0,1.11,4.17,I cant remember,1.0,I remember thinking is this trying to make me think i can do better and be more positive about it.,Made me be more positive about my confidence,no,none,Emjoyed it thank you
p_60,30.0,Female,White or Caucasian,English,Master’s degree,0.0,cognitive_inconsistency_2,cognitive_inconsistency,Cognitive Dissonance Theory,15.24,6,0.0,2,0.0,6,0.0,14,14,False,0,False,0,0.0,1,1.51,0.0,0.0,6.0,6.12,6.6,5.33,2.0,2.6,3.67,4.0,3.5,2.0,5.0,4.0,2.5,3.33,3.67,1.5,2.0,2.0,2.5,2.0,4.0,4.5,2.0,1.0,2.88,1.22,2.83,The competing mentalities between wanting to do something right and wanting to get something done.,3.0,Thinking that maybe I should change my mindset.,It didn't really end up impacting how I approached the task.,,Just try not to worry and forget about outside distractions and focus on the task,I enjoyed completing the word challenges but I don't think the message had much relevance to me completing the challenge.
p_61,34.0,Female,White or Caucasian,English,Bachelor’s degree,100.0,vicarious_experience_2,vicarious_experience,Self-Efficacy Theory,27.08,6,1.0,1,1.0,6,0.67,0,28,True,2,True,1,38.81,1,7.04,0.0,2.0,7.0,5.88,5.8,5.67,4.33,4.2,3.67,4.5,5.0,5.0,3.0,4.0,3.0,4.5,3.67,5.0,4.0,5.0,5.0,4.75,4.5,4.0,3.0,3.0,3.62,1.11,4.0,being able to increase my skills and gain rewards for the word challenges,3.0,nothing really,Nothing,no,good luck!,"no, thanks"
p_62,27.0,Male,White or Caucasian,English,Bachelor’s degree,10.0,emotional_arousal_2,emotional_arousal,Self-Efficacy Theory,13.14,6,0.0,2,0.6,5,1.0,6,16,False,0,True,0,0.0,1,5.76,0.0,0.0,6.0,6.0,6.2,5.33,4.0,5.8,5.67,5.0,3.0,5.0,4.5,6.0,2.5,5.33,3.33,5.0,5.5,5.5,5.5,5.38,5.5,5.0,5.5,5.0,5.25,1.33,6.0,Being positive,2.0,I felt like it made me more positive,It made me not overthink the problem,I didn't really think about the message once I was doing the task,Maybe practical strategies to do the task,
p_63,30.0,Female,White or Caucasian,English,"Some high school, no diploma",0.0,reference_group_identification_1,reference_group_identification,Social Norms Theory,14.71,5,0.0,4,0.0,8,0.0,18,18,False,0,False,0,0.0,0,0.0,0.0,0.0,4.0,4.38,6.2,3.33,2.67,3.0,3.0,4.0,3.5,2.5,4.5,3.0,4.0,3.17,4.0,4.0,3.0,4.0,4.0,3.75,4.5,4.5,3.0,4.0,4.0,1.33,3.5,Saying I was part of the comnunity,2.0,No emotions,I didn't,No,Not sure,"I enjoyed it although at first I thought it would be typing the words in rather than click and drag, but I got a few words in which was decent."
p_65,33.0,Female,White or Caucasian,English,Bachelor’s degree,50.0,autonomy_2,autonomy,Self-Determination Theory,15.0,7,0.0,1,0.0,6,0.0,16,16,False,0,False,0,0.0,0,0.0,0.0,0.0,7.0,5.38,6.0,3.0,4.0,4.6,4.33,5.0,3.0,5.0,2.0,3.0,3.5,4.33,2.83,5.0,3.0,5.0,5.0,4.5,4.0,3.0,2.5,3.0,3.12,1.33,3.67,"Even if things aren't perfect, they're your own and have meaning",2.0,Hope,It was okay if I didn't get many words,Not really,I would emphasize having fun,
p_66,21.0,Female,White or Caucasian,English,"High school graduate, diploma or the equivalent (for example: GED)",0.0,competence_1,competence,Self-Determination Theory,14.01,6,0.0,2,0.92,13,1.0,2,28,False,0,True,0,0.0,1,4.6,0.0,0.0,7.0,5.62,7.0,6.0,5.0,7.0,7.0,5.5,2.0,6.5,2.0,6.5,1.5,6.17,1.83,6.5,7.0,7.0,7.0,6.88,6.5,6.5,7.0,7.0,6.75,1.11,1.83,i think it motivated me into doing the word jumble,4.0,It made me feel motivated and ready,It made me feel more ready to complete the task and do as best as i can,I think the overall aspect of the message to get on with it and do my best,I would emphasize to really think about the words you can create,I think it was very fun and the duration of the quesitonaire was just right!
p_67,22.0,Female,White or Caucasian,English,"Some college credit, no degree",10.0,dissonance_arousal_3,dissonance_arousal,Cognitive Dissonance Theory,27.47,4,0.0,3,0.0,10,0.0,34,34,False,0,False,0,0.0,0,0.0,1.0,0.0,7.0,5.0,5.6,3.0,3.67,4.4,3.0,5.0,3.0,5.0,3.0,4.0,3.0,4.67,3.0,4.0,3.0,4.0,4.5,3.88,4.0,3.0,2.5,2.0,2.88,1.44,3.17,how you feel when looking back on a project that doesn't reflect who you are. It can feel like a song with a note that is slightly off. Your mind reminds you to stay true to yourself.,3.0,I was mainly confused as to the relevance of the text.,I think it encouraged me slightly to pay greater attention/focus more.,The part about the mind trying to get your attention.,I would emphasise the attention part mainly. I don't understand the significance of the rest of the text in relation to the task.,
p_68,33.0,Female,White or Caucasian,British,"Some college credit, no degree",50.0,relatedness_3,relatedness,Self-Determination Theory,13.52,7,0.0,3,0.0,10,0.0,16,16,False,0,False,0,0.0,0,0.0,1.0,0.0,7.0,4.88,5.8,3.67,5.0,5.0,5.0,5.5,4.0,5.0,5.0,5.0,4.5,5.17,4.5,6.0,6.0,6.0,6.0,6.0,5.5,5.0,4.5,5.5,5.12,2.0,5.0,Being close to people,2.0,closeness,it helped me focus on words,no,the likeness to words i could create,How many words you can create
p_69,32.0,Male,Black or African American,English,Master’s degree,3.0,descriptive_norms_3,descriptive_norms,Social Norms Theory,49.75,10,0.0,5,0.8,10,1.0,4,20,False,0,True,0,0.0,1,14.05,0.0,0.0,7.0,4.88,5.2,6.0,4.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.67,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,4.0,RELAX TAKE YOUR TIME AND DETACH,2.0,RELAXED,YES,RELAX AND DETACH,IT WAS ALL GOOD,none
p_70,28.0,Male,White or Caucasian,Polish,Trade/technical/vocational training,15.0,descriptive_norms_3,descriptive_norms,Social Norms Theory,30.14,6,0.0,2,0.0,5,0.0,6,6,False,0,False,0,0.0,0,0.0,0.0,0.0,6.0,6.0,6.4,5.0,5.33,6.2,5.67,4.5,4.5,4.0,4.5,3.5,3.5,4.0,4.17,4.0,5.5,6.5,6.5,5.62,6.5,5.0,3.0,6.5,5.25,2.33,4.67,"About focusing on your goals and mission, and taking time to breathe and relax before a task.",2.0,Relaxation and calm,It made me calmer and made me focus more on the big picture rather than being stuck on certain parts.,To breathe and relax and remember your goal.,To be calm and take a breath before the task. Also to not be stressed or anxious on the task.,
p_71,34.0,Male,White or Caucasian,English,Trade/technical/vocational training,0.0,injunctive_norms_3,injunctive_norms,Social Norms Theory,12.53,5,0.0,4,0.0,8,0.0,18,18,False,0,False,0,0.0,0,0.0,0.0,0.0,7.0,7.0,7.0,4.0,3.0,6.2,4.0,7.0,1.0,7.0,4.0,6.5,1.0,6.83,2.0,5.5,7.0,7.0,7.0,6.62,6.0,5.0,4.0,4.0,4.75,1.0,4.67,being creative and confidence,1.0,Being creative with words is just to try my best,give it a go,no,just to have fun and be creative,
p_72,29.0,Male,Asian / Pacific Islander,english,"High school graduate, diploma or the equivalent (for example: GED)",15.0,performance_accomplishments_1,performance_accomplishments,Self-Efficacy Theory,15.58,3,0.0,2,1.0,4,1.0,0,16,False,0,True,0,0.0,1,50.2,0.0,0.0,7.0,6.12,6.0,3.67,3.67,3.2,3.67,3.0,5.5,3.0,5.0,4.0,4.0,3.33,4.83,3.0,3.0,4.0,3.0,3.25,5.0,4.0,3.0,4.0,4.0,2.56,4.67,thinking of a skill and channeling it,1.0,motivation,it didnt influence me,no,"stay calm, think clearly",the task was fun and engaging.
p_73,27.0,Female,White or Caucasian,English,Master’s degree,70.0,relatedness_1,relatedness,Self-Determination Theory,21.8,6,0.0,4,0.0,10,0.0,28,28,False,0,False,0,0.0,0,0.0,0.0,0.0,6.0,5.88,6.4,4.67,3.33,4.8,3.67,6.0,3.5,5.0,2.5,5.0,3.5,5.33,3.17,4.5,4.0,4.0,4.0,4.12,4.5,4.0,4.0,5.0,4.38,1.89,4.67,being connected to others and the work I do being important.,4.0,Warmth and confort,I felt more positive and open minded,About the work I do being important,"Something that is more related to the task itself, for example talking about my performance in the practice task",It was good fun
p_74,32.0,Female,White or Caucasian,English,"High school graduate, diploma or the equivalent (for example: GED)",3.0,performance_accomplishments_3,performance_accomplishments,Self-Efficacy Theory,22.59,6,0.33,3,0.0,8,0.0,30,30,False,0,False,1,2.39,1,7.03,0.0,1.0,7.0,3.5,5.4,1.0,1.0,2.2,2.0,2.5,3.0,6.0,1.0,2.5,1.0,3.67,1.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.11,5.17,remembering a time i solved something.,1.0,I didnt understand how it was relevant to the task I was about to complete.,It didn't influence me as when doing the task I was just searching for words.,no.,I'm not sure as i dont think the message influenced my performance.,I enjoyed completing the word challenge. I wish the reward for correct answers was higher but it was still motivating. I didn't understand the relevance of the message beforehand.
p_76,33.0,Male,Black or African American,English,Master’s degree,5.0,competence_2,competence,Self-Determination Theory,14.82,7,0.0,2,0.0,6,0.0,20,20,False,0,False,0,0.0,0,0.0,0.0,0.0,7.0,5.75,7.0,7.0,3.67,7.0,7.0,7.0,3.5,7.0,1.0,5.5,1.0,6.5,1.83,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.33,2.0,sometimes some task can be challenging but we have to put in more effort to overcome the challenge,3.0,"optimistic, confident booster",,,"With sufficient concentration and effort, you can overcome challenges that seem difficult",
p_77,30.0,Male,White or Caucasian,English,Bachelor’s degree,20.0,control,control,No Theory,20.14,3,0.0,3,1.0,10,0.0,0,20,True,10,True,0,0.0,1,24.98,0.0,0.0,6.0,1.0,4.6,4.0,1.0,4.0,4.0,4.5,2.5,5.0,6.0,2.5,2.5,4.0,3.67,4.0,4.0,4.5,4.0,4.12,4.0,4.0,1.0,1.0,2.5,1.33,2.83,I can't remember,1.0,,It didn't,No,Nothing,
p_78,34.0,Male,Black or African American,English,Bachelor’s degree,40.0,descriptive_norms_2,descriptive_norms,Social Norms Theory,20.44,4,0.0,0,1.0,2,1.0,0,8,False,0,True,1,90.86,1,3.25,0.0,1.0,4.67,5.5,6.4,4.33,5.67,6.0,5.67,6.0,1.5,6.0,2.0,5.5,1.5,5.83,1.67,6.0,6.5,5.5,6.0,6.0,5.5,5.5,5.5,6.0,5.62,2.22,3.17,the challenges.,3.0,confusion,I was eager.,Not really,Bolder message and comprehension,It was a good study and I would like to participate in one again. Definitely would recommend.
p_79,28.0,Female,White or Caucasian,English,Bachelor’s degree,10.0,performance_accomplishments_1,performance_accomplishments,Self-Efficacy Theory,19.65,4,0.0,5,0.0,12,0.0,50,50,False,0,False,0,0.0,0,0.0,2.0,1.0,6.33,5.5,6.2,5.67,4.33,5.8,6.0,5.5,2.0,5.5,1.5,5.0,1.5,5.33,1.67,4.0,6.0,5.5,5.5,5.25,5.0,5.0,4.5,4.0,4.62,1.44,3.5,recalling a task you had achieved and instilling confidence in being able to complete the task,3.0,"confidence, positivity, determination, curiosity",made me feel a little more determined to do well,"I think it talked about something to do with the ability of doing other tasks and challenges, so that stayed with me thinking I could do well.",The ability to achieve well with focus,"The word puzzles were interesting and the questionnaire was easy to understand and answer. The only difficulty was the dragging and dropping the letters did feel quite slow and clunky and take up time to think of more words, but this was minor."
p_81,32.0,Male,White or Caucasian,"Russian, English",Bachelor’s degree,7.0,descriptive_norms_3,descriptive_norms,Social Norms Theory,12.15,7,1.0,2,1.0,10,1.0,0,40,False,0,True,1,32.19,0,0.0,1.0,1.0,7.0,5.88,6.0,6.0,3.0,6.0,5.33,6.0,2.0,6.5,2.0,6.0,3.0,6.17,2.33,6.0,6.0,6.0,4.0,5.5,5.0,4.5,4.0,4.0,4.38,2.0,4.17,About being able to solve this puzzle.,1.0,I felt ready to start the challenge.,"No, I felt confident enough.","No, there was not any.",Concentrate as much as you can and take it easy.,
p_82,33.0,Male,White or Caucasian,English,"Some college credit, no degree",2.0,injunctive_norms_3,injunctive_norms,Social Norms Theory,24.71,4,0.0,3,0.0,8,0.0,20,20,False,0,False,0,0.0,1,2.55,0.0,0.0,6.33,5.88,6.8,1.33,3.67,4.2,4.33,5.0,3.5,5.0,4.0,4.5,3.0,4.83,3.5,5.5,5.0,5.0,4.5,5.0,4.0,2.5,4.0,3.0,3.38,1.22,5.33,Delivering change,1.0,Made me stop and think about the real meaning behind it,It made me think it was offering clues in some way,I was looking for words in the message in the task,Maybe make the message lean towards some clues for words easily,
p_83,29.0,Male,White or Caucasian,English,"High school graduate, diploma or the equivalent (for example: GED)",20.0,verbal_persuasion_1,verbal_persuasion,Self-Efficacy Theory,13.89,8,0.0,2,0.5,4,1.0,6,12,False,0,True,1,74.01,0,0.0,0.0,0.0,7.0,5.5,6.2,5.0,4.67,6.6,6.67,5.5,2.5,6.0,2.5,6.5,1.0,6.0,2.0,6.5,6.0,6.0,5.5,6.0,6.0,6.0,6.5,3.0,5.38,1.22,4.17,That I am capable of doing well in the task.,3.0,"Confidence, positivity",It made me more motived to do well,Not that I can recall,I would urge people not to rush,
p_84,31.0,Male,White or Caucasian,English,Master’s degree,30.0,verbal_persuasion_3,verbal_persuasion,Self-Efficacy Theory,12.54,5,0.0,3,0.0,7,0.0,20,20,False,0,False,0,0.0,0,0.0,0.0,0.0,7.0,4.75,5.0,4.33,4.0,4.2,4.33,5.0,3.0,5.0,3.5,4.0,3.5,4.67,3.33,3.5,3.5,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.11,4.17,Positive reinforcement,2.0,That it was designed to provide motivation and confidence to complete the task,More encouraged,,Emphasise positives from the practice round,
